seq,name,uscc,pdf_page,tier,track,form,reg_authority,origin,vintage,seed_kw,ocean_kw,support_kw,exclude_kw,holding_kw,anchor_kw,state_kw,risk_flags,score
5664,逆光（海南）文化演艺有限公司,91460000MA5TPK5L7E,126,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,文化|演艺,,,,,16
5665,逆飞客网络科技（海南）有限公司,91460000MA5TPQEH8M,126,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5666,逆飞客（海南）贸易有限公司,91460000MA5TPQEF1X,126,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,贸易,,,,,16
5667,霓好未来（三亚）文化科技有限责任公司,91469027MADJQL0U29,126,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,文化,,,,,10
5668,泥巴（三亚）投资有限公司,91460108MACXFUL73H,126,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAC,,,,,投资,,,纯投资/控股载体,-2
5669,能量仓（海南）科技投资有限公司,91460000MAEQBBNY0F,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
5670,内蒙古瑞辰建筑工程有限公司海南分公司,91460107MACD003BXN,127,E 非目标/对照组池,非目标,分支机构,海口登记,省内迁入/外设,MAC,,,,建筑,,,,分支机构(非独立法人),-12
5671,内蒙古方睿建筑工程有限责任公司海南分公司,91460000MAE6T9RB2A,127,E 非目标/对照组池,非目标,分支机构,海南省级登记,本地(省级),MAE,,,,建筑,,,,分支机构(非独立法人),-6
5672,南洋（三亚）商贸中心（个人独资）,91460000MA5U0YF603,127,E 非目标/对照组池,非目标,个人独资,海南省级登记,本地(省级),MA5,,,,商贸,,,,个人独资(常为持股/通道载体),-6
5673,南熙云天（海南）农业科技有限公司,91469033MADW03U840,127,A 核心赛道-优先访谈,南繁种业,独立法人,海南其他市县登记,省内迁入/外设,MAD,农业科技,,,,,,,,60
5674,南美联银（海南）科技合伙企业（有限合伙）,91460000MAG1P68513,127,D 名称无行业信号,泛科技无行业信号,合伙企业,海南省级登记,本地(省级),MAG,,,,,,,,合伙企业(常为持股/通道载体),-6
5675,南京数维测绘有限公司海南分公司,91460105MADPJWXF73,127,E 非目标/对照组池,科技配套,分支机构,海口登记,省内迁入/外设,MAD,,,测绘,,,,,分支机构(非独立法人),13
5676,南京安吉特矿山工程有限公司三亚分公司,91460200MA5U180J60,127,D 名称无行业信号,待判定,分支机构,三亚市/区登记,本地(三亚),MA5,,,,,,,,分支机构(非独立法人),-6
5677,南海九运信息技术（海南）有限公司,91460000MA7KD1T65U,127,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
5678,南海花仙电影投资发展（海南）有限公司,91460000MAD8E03T0P,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,,投资,,,纯投资/控股载体,4
5679,南海创科（海南）海洋科技有限公司,91460000MAE3WYJM3F,127,A 核心赛道-优先访谈,深海海洋,独立法人,海南省级登记,本地(省级),MAE,,海洋,,,,,,,64
5680,南繁生物科技（三亚）有限公司,91460000MAEHP5MP28,127,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAE,南繁,,,,,南繁,,,84
5681,南繁农科院（海南）农业科技有限公司,91460000MAEK2PNT3Q,127,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAE,农科|农业科技|南繁,,,,,南繁,,,84
5682,南繁潞党参农业科技（三亚）有限公司,91460000MADBER1K0H,127,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAD,农业科技|南繁,,,,,南繁,,,84
5683,南繁科技城有限公司,91460200MA5T6FBA83,127,A 核心赛道-优先访谈,南繁种业,独立法人,三亚市/区登记,本地(三亚),MA5,南繁,,,,,南繁|科技城,,,84
5684,南繁华药种业科技（三亚）有限公司,91460106MAD9J1EX4A,127,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,MAD,种业|南繁,,,,,南繁,,,78
5685,南凡农业科学研发中心（三亚）有限公司,91460108MAD79P8H4W,127,C 支撑/泛赛道-备选,泛农业经营,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,28
5686,南岛晟天国际投资集团（海南）有限公司,91460000MAA923DC34,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,,投资,,,纯投资/控股载体,4
5687,南晟合信（海南）投资有限公司,91460000MAEUKQH321,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
5688,南昌学贝科技有限公司三亚分公司,91460204MADWJK6P0M,127,D 名称无行业信号,待判定,分支机构,三亚市/区登记,本地(三亚),MAD,,,,,,,,分支机构(非独立法人),-6
5689,奈特新（海南）科技有限公司,91460200MA5TMT0L33,127,D 名称无行业信号,泛科技无行业信号,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,,,16
5690,纳远明志（海南）创业投资有限公司,91460000MAA95B6L0C,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,,投资|创业投资,,,纯投资/控股载体,4
5691,纳禾（海南）生态科技有限公司,91460000MAG1MLRD2L,127,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAG,,,,,,,,,16
5692,穆悟理（海南省）科技有限公司,91460108MADP85BJ6L,127,D 名称无行业信号,泛科技无行业信号,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
5693,目楼（海南）投资有限公司,91460200MADM3W6TXK,127,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MAD,,,,,投资,,,纯投资/控股载体,4
5694,牧禾种子科技有限公司,91460204MAC8YT8605,127,A 核心赛道-优先访谈,南繁种业,独立法人,三亚市/区登记,本地(三亚),MAC,种子,,,,,,,,66
5695,木源生物科技（海南）有限公司,91460000MAD7HFDG4K,127,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,16
5696,木金凝（海南）集团投资有限公司,91460000MA7L6RAB9C,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,,投资,,,纯投资/控股载体,4
5697,木或与集（海南）品牌管理有限公司,91460000MADAHCQW2A,127,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,16
5698,木瓜（海南）企业管理咨询有限公司,91460000MAA97W0T6D,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,咨询|企业管理,,,,,16
5699,慕海科技（海南）有限公司,91460000MA5TT0AD0U,127,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5700,慕恩（三亚）生物科技有限公司,91460000MAELBUG800,127,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5701,末而（三亚）专业设计服务有限公司,91460000MADPEXBG03,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,服务有限公司,,,,,16
5702,墨度建筑设计（三亚）有限公司,91460000MAEQKBNG25,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,建筑,,,,,16
5703,魔立未来（海南）控股集团有限公司,91460000MA5U07D21G,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,,控股,,,纯投资/控股载体,4
5704,鸣韵恒商贸（海南省）有限公司,91460000MA5TJLJ20G,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,商贸,,,,,16
5705,鸣京（三亚）文化有限责任公司,91460000MAC0Y0W75J,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,文化,,,,,16
5706,铭阳教育培训（海南）有限责任公司,91469006MADPBW5X2C,127,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,教育|培训,,,,,10
5707,铭祥（海南）科技有限公司,91460108MAD8BWC95L,127,D 名称无行业信号,泛科技无行业信号,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
5708,铭川企业咨询管理（海南）有限公司,91460000MAC6NUJ96K,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,咨询,,,,,16
5709,铭川企业印章服务（三亚）有限公司,91460200MADPY71JXD,127,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MAD,,,,,,,,,16
5710,明耀智农科技（海南）有限公司,91460000MA5TPPEU13,127,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MA5,农科,,,,,,,,66
5711,明阳国际贸易（海南）有限公司,91460000MAC3UA2Y39,127,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,贸易,,,,,16
5712,明图（海南）能源科技有限公司,91460000MAA9152649,127,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAA,,,能源科技,,,,,,41
5713,明润未来（海南）科技发展有限公司,91460106MADCQLMM0W,127,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
5714,明朗医疗科技（海南）有限公司,91460105MADNH47J5B,128,C 支撑/泛赛道-备选,科技配套,独立法人,海口登记,省内迁入/外设,MAD,,,医疗科技,,,,,,35
5715,明白四达（海南经济特区）科技有限公司,91469027MA5TLGPW11,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,,,,,,10
5716,明安天胶（海南）农业投资集团有限公司,91460106MAA96BND9F,128,C 支撑/泛赛道-备选,泛农业经营,独立法人,海口登记,省内迁入/外设,MAA,,,,,投资,,,纯投资/控股载体,16
5717,名影当然（海南）文化传媒有限公司,91460108MADK9UE339,128,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,传媒|文化,,,,,10
5718,闽储石油化工（海南）有限公司,91460000MA5TUP6G3F,128,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5719,民殷国富实业（海南经济特区）有限公司,91460106MA5TWCPT6P,128,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
5720,缪乔（海南省）实业有限公司,91460000MA5TMD948W,128,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5721,妙笔远行（三亚）投资合伙企业（有限合伙）,91469033MACGYP6PX9,128,E 非目标/对照组池,非目标,合伙企业,海南其他市县登记,省内迁入/外设,MAC,,,,,投资,,,合伙企业(常为持股/通道载体); 纯投资/控股载体,-24
5722,妙安善学（海南经济特区）技术有限公司,91610138MA71406U6P,128,D 名称无行业信号,待判定,独立法人,省外登记(610138),省外迁入/外设,MA7,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
5723,喵鱼传媒（海南）有限公司,91460204MACHUDGEXN,128,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MAC,,,,传媒,,,,,16
5724,面朝大海（海南）影业有限公司,91460000MA5U1JEXX0,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,影业,,,,,16
5725,觅罗宝（三亚）智能科技有限公司,91460000MACBKN4B6P,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
5726,觅果农业科技（三亚）有限公司,91460000MABPYB89X2,128,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MA其他,农业科技,,,,,,,,66
5727,蜜韵食品科技（海南）有限责任公司,91460000MAE89AD174,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,食品,,,,,16
5728,蜜蔻麦斯（三亚）生物科技有限公司,91460000MAEKC1HK0A,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5729,幂次人工智能科技（海南）有限公司,91460000MABWNRT42K,128,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MA其他,,,人工智能,,,,,,41
5730,米西斐（三亚）文化艺术有限公司,91460000MAEDN58478,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,文化,,,,,16
5731,米泰（海南）国际能源有限公司,91460106MA5U0AD2XQ,128,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
5732,米可维（海南）大数据科技有限公司,91460000MACW8ETT1H,128,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAC,,,大数据,,,,,,41
5733,米巨（海南）科技有限公司,91460000MA5TU29C71,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5734,米海（海南）供应链科技有限公司,91460000MA5TQWNAXH,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,供应链,,,,,16
5735,梦之芹（海南）生态科技有限公司,91460000MAA9531J04,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
5736,梦享岛（海南）产业发展有限公司,91460106MAC70E206M,128,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MAC,,,,,,,,,10
5737,蒙图国际投资（海南）有限公司,91460000MAG12HC6XE,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAG,,,,,投资,,,纯投资/控股载体,4
5738,蒙东国际能源发展（海南）有限公司,91460108MA5TW3HN1X,128,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
5739,蒙蒂（海南）文化传媒科技有限公司,91460000MACK2H0202,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,传媒|文化,,,,,16
5740,蒙创生科（三亚）生物科技有限公司,91460000MAEC25QU9K,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5741,萌涯知识产权（三亚崖州）有限公司,91460000MAE7QDB22H,128,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5742,萌趣王国（海南）文旅科技有限公司,91460108MADG2QM66R,128,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,文旅,,,,,10
5743,萌伴友（三亚）科技有限公司,91460000MAK1PQMB1P,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAK,,,,,,,,,16
5744,萌伴友（三亚）科技创新合伙企业（有限合伙）,91460000MAK1FTB05G,128,D 名称无行业信号,待判定,合伙企业,海南省级登记,本地(省级),MAK,,,,,,,,合伙企业(常为持股/通道载体),-6
5745,魅力海岛（海南）旅行社有限公司,91460105MAA9AK0G3D,128,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAA,,,,旅行社,,,,,10
5746,美物优选国际供应链（三亚）有限公司,91460000MAK1LHL25B,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAK,,,,供应链,,,,,16
5747,美实（三亚市）商贸有限责任公司,91460000MAEJ91MK5N,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,商贸,,,,,16
5748,美舍雅阁科技（海南）有限公司,914601003951721137,128,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,旧版(2015前),,,,,,,,,10
5749,美淇屋装饰设计工程（海南）有限公司,91460000MAA92QQJ6R,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,装饰,,,,,16
5750,美粮农业科技（海南三亚）有限责任公司,91460000MAE929866Y,128,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAE,农业科技,,,,,,,,66
5751,美东汇成医疗科技（海南）有限公司,91460107MACQ12J20B,128,C 支撑/泛赛道-备选,科技配套,独立法人,海口登记,省内迁入/外设,MAC,,,医疗科技,,,,,,35
5752,美迪柯投资（海南）有限公司,91460000MAEHBEB143,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
5753,美诚（海南）科技有限公司,91460000MACKWR4R1N,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
5754,美邦百泰科技（海南）有限责任公司,91460000MA7MA0KCXB,128,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
5755,梅肽克（海南）国际健康科技有限公司,91460000MABUC9944M,128,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA其他,,,,,,,,,16
5756,蔓迪（三亚）企业管理有限责任公司,91460108MACL7GQX5G,128,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAC,,,,企业管理,,,,,10
5757,漫娱（海南）文化传媒有限公司,91460000MAC33DYN8B,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,传媒|文化,,,,,16
5758,曼德利贸易（海南）有限公司,91460000MABUHNYW8N,128,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA其他,,,,贸易,,,,,16
5759,满分教育（三亚）有限公司,91460106MA5U2N3J10,129,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,教育,,,,,10
5760,麦瑞克（三亚）科技发展有限公司,91460000MAEDQLXU99,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5761,麦盟科技（海南）有限公司,91440300MA5F1N5XX2,129,D 名称无行业信号,待判定,独立法人,省外登记(440300),省外迁入/外设,MA5,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
5762,麦蒂斯（海南）科技有限公司,91460000MAC1NA555T,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
5763,迈胜农资集团（海南）有限公司,91460000MACUWMTU0A,129,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,34
5764,迈步健（三亚）科技有限公司,91460000MAEPC5L328,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5765,马中（海南）农业科技有限公司,91460000MAC0XFPA0E,129,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAC,农业科技,,,,,,,,66
5766,马扎克国际贸易（海南）有限公司,91460105MAA9AQ6G83,129,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAA,,,,贸易,,,,,10
5767,马克西蒙科技服务（海南）有限公司,91460000MABTU9FJ2H,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA其他,,,,,,,,,16
5768,绿野智控（海南）科技有限公司,91460000MAEAWKMQ36,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5769,绿篮子（三亚）贸易有限公司,91460000MAE8RB9E94,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,贸易,,,,,16
5770,绿川鲜食玉米研究院（海南）有限公司,91460000MA5TW5D62F,129,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MA5,玉米,,,,,研究院,,,84
5771,洛珩（海南）国际贸易有限公司,91460100MACTN6GD5A,129,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAC,,,,贸易,,,,,10
5772,罗吉（海南）进出口贸易有限公司,91460000MAK1N1CP39,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAK,,,,贸易|进出口,,,,,16
5773,罗吉（海南）宠物食品制造有限公司,91460000MAK1N0C304,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAK,,,,食品,,,,,16
5774,鹿创（海南）网络科技有限公司,91460000MACKE8FQ33,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
5775,路城新材料（海南）有限公司,91460000MAK12JTB16,129,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAK,,,新材料,,,,,,41
5776,璐博源（海南）广告传媒有限公司,91460108MADDG9725B,129,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,广告|传媒,,,,,10
5777,潞鹿传媒（海南）有限公司,91460000MAE92Y2K0F,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,传媒,,,,,16
5778,鲁天能源集团（海南）有限公司,91460000MAA90K0U3X,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
5779,鲁科集团企业总部管理（三亚）有限公司,91460100MA5TJPWX8Q,129,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
5780,露云科技（海南）有限公司,91460000MAA93TQ39R,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
5781,露卡投资（海南）合伙企业（有限合伙）,91469007MACLMHWAXD,129,E 非目标/对照组池,非目标,合伙企业,海南其他市县登记,省内迁入/外设,MAC,,,,,投资,,,合伙企业(常为持股/通道载体); 纯投资/控股载体,-24
5782,龙韵科技有限公司,91460000MA5TYTYA5L,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5783,龙兴集团新能源（海南）有限公司,91460100MA5TRCHQ3C,129,C 支撑/泛赛道-备选,科技配套,独立法人,海口登记,省内迁入/外设,MA5,,,新能源,,,,,,35
5784,龙威（海南）实业有限公司,91469025MA5TX0C259,129,D 名称无行业信号,待判定,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,,,,,,10
5785,龙商科技（海南）有限公司,91460000MA5TXAYE0X,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5786,龙晟永承（三亚）贸易有限公司,91460000MAETEMA25J,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,贸易,,,,,16
5787,龙测科技（海南）有限公司,91460000MAEATGQRXK,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5788,隆旭（海南）供应链管理有限公司,91460000MAEDQ8HP0E,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,供应链,,,,,16
5789,隆平生物技术（海南）有限公司,91460200MA5T9TYA9Q,129,A 核心赛道-优先访谈,南繁种业,独立法人,三亚市/区登记,本地(三亚),MA5,隆平,,,,,隆平,,,84
5790,六甲文化传媒（海南）有限公司,91460000MACX76951C,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,传媒|文化,,,,,16
5791,六帆济恒能源（海南）有限公司,91460000MA5TWEQ27A,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5792,硫光溢彩（三亚崖州）科技有限公司,91460000MAEH6F6XXH,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5793,留邦科技（海南）有限公司,91149900MA0L4CME5A,129,D 名称无行业信号,待判定,独立法人,省外登记(149900),省外迁入/外设,MA其他,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
5794,领卓海洋科技（海南）有限责任公司,91460000MAC2M0LH3Q,129,A 核心赛道-优先访谈,深海海洋,独立法人,海南省级登记,本地(省级),MAC,,海洋,,,,,,,64
5795,领育菠萝（三亚）企业管理有限公司,91460000MAEW9CE61E,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,企业管理,,,,,16
5796,领优科技（海南经济特区）有限公司,91460000MAEG6GQ09G,129,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5797,领新（海南）私募基金管理有限公司,91460000MA7LF4JH15,129,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,,基金,,,纯投资/控股载体,4
5798,领鲜（三亚）农业开发有限公司,91469001MA5TK7JK59,129,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,,,,,,28
5799,领睿医疗科技（海南）有限公司,91460000MAA94JH809,129,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAA,,,医疗科技,,,,,,41
5800,领航速达（海南）科技有限公司,91460000MADLJXAP1Y,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,16
5801,领航创想（海南）股权投资合伙企业（有限合伙）,91460000MACY95U46U,129,E 非目标/对照组池,非目标,合伙企业,海南省级登记,本地(省级),MAC,,,,,投资|股权|股权投资,,,合伙企业(常为持股/通道载体); 纯投资/控股载体,-18
5802,领鄂投资（海南）有限责任公司,91469002MAD64HWQ08,129,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,,投资,,,纯投资/控股载体,-2
5803,零字符（海南）科技有限公司,91460000MACH0DFD14,129,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
5804,翎辰投资（三亚）有限责任公司,91460000MAEUC3BR4X,130,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
5805,灵美文化（海南）有限公司,91469027MADPUMUK1J,130,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,文化,,,,,10
5806,灵朗（海南）健康产业有限公司,91460106MADMG28A6H,130,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
5807,灵汇文化（海南）有限公司,91460107MADD9NBA6N,130,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,文化,,,,,10
5808,凌数和迅（海南）科技有限公司,91460000MACBGJU094,130,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
5809,凌琶实业（海南省）有限公司,91460000MA5TK9XKXJ,130,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
5810,琳克普（海南）新材料有限公司,91460000MADG1K62X3,130,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAD,,,新材料,,,,,,41
5811,林渝投资（海南）有限公司,91460000MABXQD6104,130,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA其他,,,,,投资,,,纯投资/控股载体,4
5812,临铺兄弟（三亚）信息科技有限责任公司,91110105MA005NE14H,130,D 名称无行业信号,泛科技无行业信号,独立法人,省外登记(110105),省外迁入/外设,MA其他,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
5813,猎邦鲜果（三亚）有限公司,91460000MAEB0DYY2T,130,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5814,猎邦大富翁（三亚）娱乐有限公司,91460000MAEB0EHK2W,130,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
5815,猎邦（海南）文娱投资合伙企业（有限合伙）,91460000MAE4X5YR7R,130,E 非目标/对照组池,非目标,合伙企业,海南省级登记,本地(省级),MAE,,,,,投资,,,合伙企业(常为持股/通道载体); 纯投资/控股载体,-18
5816,猎邦（海南）文化发展有限公司,91460000MAE5TAFG91,130,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,文化,,,,,16
5817,猎邦（海南）体育发展有限公司,91460000MAEQUYJG4U,130,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
